SaleID,DateID,ProductID,StoreID,CustomerID,Quantity,Total_Sales
115,20241119,122,32,5173,1,2731.0
116,20240721,105,40,6441,1,1835.1
117,20240702,121,28,9998,3,5412.0
118,20240502,149,37,4312,1,1020.0
119,20240911,137,41,9645,1,2007.0
120,20241020,136,1,3324,2,2016.0
121,20241006,144,41,6595,3,2163.0
122,20241120,107,10,6984,1,272.0
123,20240407,140,4,3511,1,190.0
124,20240716,148,35,1362,2,1670.0
125,20240827,134,10,4454,1,880.0
126,20240523,110,47,3798,2,508.0
127,20240406,123,11,5620,1,243.0
128,20240719,148,14,4255,2,1670.0
129,20240503,120,38,2217,1,1026.0
130,20240705,101,12,2485,1,1045.0
131,20241121,139,45,6349,2,522.0
132,20241214,118,17,8195,1,915.0
133,20240915,138,16,8750,1,2411.0
134,20240527,127,35,7079,2,1266.0
135,20240908,116,2,9035,1,733.0
136,20241211,105,11,2507,2,4078.0
137,20240526,118,41,2003,3,2745.0
138,20240527,137,3,7403,1,2007.0
139,20241217,127,29,1925,1,633.0
140,20240717,101,18,9275,2,2090.0
141,20241103,137,20,7583,1,2007.0
142,20240507,136,47,4927,1,1008.0
143,20240208,103,14,1985,1,1023.0
144,20241203,121,34,5231,1,1713.8
145,20241225,125,49,6302,3,1134.0
146,20240508,148,31,6291,3,2505.0
147,20240923,142,40,1908,1,237.0
148,20240530,135,42,6051,3,3444.0
149,20241024,112,18,3586,1,722.0
150,20240408,131,30,2331,1,130.0
151,20240919,116,25,7851,2,1466.0
152,20240908,140,19,2806,2,361.0
153,20240523,135,8,1805,2,2296.0
154,20241211,145,28,5147,2,1895.4
155,20240421,118,8,1071,2,1830.0
156,20240229,134,31,1027,2,1760.0
157,20240102,145,3,9660,1,1053.0
158,20241030,139,3,4983,1,261.0
159,20240910,127,44,9955,2,1266.0
160,20240519,100,22,8055,2,1692.0
161,20240206,141,17,7690,3,1143.0
162,20240608,117,36,4832,2,1950.0
163,20240109,147,17,1559,2,242.0
164,20240820,139,14,8957,1,261.0
165,20240408,132,9,4831,2,1303.2
166,20240526,111,30,8344,2,1404.0
167,20241030,107,21,6171,2,516.8
168,20240726,123,12,1078,2,486.0
169,20240510,115,37,5929,1,125.0
170,20240531,149,32,4647,2,2040.0
171,20240223,103,11,2031,1,1023.0
172,20240429,137,20,8381,1,1806.3
173,20240609,143,35,3072,3,2223.0
174,20240425,126,47,7911,1,241.3
175,20240315,108,46,7088,1,194.0
176,20240422,146,11,2484,1,89.0
177,20240413,115,8,6838,2,250.0
178,20241205,111,4,2550,1,702.0
179,20240910,130,27,6497,1,97.0
180,20240814,123,44,5682,3,729.0
181,20240421,113,40,2829,2,2042.0
182,20240408,144,38,4751,2,1442.0
183,20240601,124,47,7081,2,328.0
184,20241214,133,30,7601,3,3159.0
185,20241203,102,44,5459,2,1740.4
186,20240712,123,48,4856,2,486.0
187,20241105,141,48,7182,1,381.0
188,20240611,108,27,7083,3,582.0
189,20240726,125,21,8970,1,378.0
190,20240617,119,20,3094,2,2356.0
191,20240609,139,4,7238,3,704.7
192,20240308,109,11,4032,1,335.7
193,20241015,118,13,2548,2,1738.5
194,20241003,102,9,9559,1,916.0
195,20241030,123,4,1064,1,243.0
196,20240514,104,12,4299,1,1035.5
197,20240713,102,9,5849,3,2748.0
198,20240507,126,13,6639,1,241.3
199,20240202,115,48,3035,3,375.0
200,20240624,148,26,6674,2,1670.0
201,20240122,114,38,3228,2,180.0
202,20240825,134,42,6620,1,880.0
203,20240606,111,13,1596,2,1404.0
204,20240207,140,39,4606,3,570.0
205,20240817,143,28,4889,2,1482.0
206,20241230,125,19,4506,1,378.0
207,20240220,146,24,2395,3,267.0
208,20240920,133,19,8529,2,2106.0
209,20241009,122,49,9303,2,5462.0
210,20240127,130,13,1452,2,194.0
211,20240813,149,13,8336,3,3060.0
212,20241003,119,28,3631,1,1119.1
213,20241012,111,2,3186,2,1404.0
214,20240406,122,10,6967,2,5462.0
215,20241010,103,22,7374,2,2046.0
216,20241112,122,13,6358,1,2731.0
217,20241030,147,9,5348,1,121.0
218,20240526,147,33,2459,1,108.9
219,20240104,100,14,2942,1,846.0
220,20240204,124,48,6422,2,328.0
221,20240710,101,20,6196,2,2090.0
222,20240218,129,15,1061,2,1958.9
223,20240117,102,32,2494,3,2748.0
224,20240620,120,33,2180,1,1026.0
225,20240807,124,17,7268,1,155.8
226,20240606,119,24,3788,1,1119.1
227,20240215,148,30,5636,1,835.0
228,20240106,121,13,5721,2,3608.0
229,20240408,120,47,6710,3,3078.0
230,20240820,132,48,8702,1,724.0
231,20240206,137,16,1105,1,1906.65
232,20241006,114,2,5087,1,90.0
233,20241214,145,17,4925,1,1053.0
234,20241028,114,32,2908,2,171.0
235,20240629,145,43,3049,2,2106.0
236,20240404,124,8,9172,2,328.0
237,20240408,120,3,4904,2,2052.0
238,20240706,123,12,4796,1,243.0
239,20240425,104,20,1292,1,981.0
240,20240709,105,16,7266,1,2039.0
241,20240909,148,14,7370,2,1670.0
242,20240609,142,16,5860,1,213.3
243,20240912,147,49,4729,1,108.9
244,20241118,143,43,8962,2,1482.0
245,20240507,146,49,6510,2,178.0
246,20240118,122,33,9619,1,2731.0
247,20241007,103,30,7761,1,1023.0
248,20240810,126,12,7110,1,254.0
249,20240223,117,15,7955,1,975.0
250,20240227,120,18,1106,1,1026.0
251,20241118,127,28,5754,1,633.0
252,20241225,134,23,6278,1,836.0
253,20240622,121,14,7408,1,1804.0
254,20241006,139,30,8635,3,783.0
255,20240423,122,33,2225,3,8193.0
256,20241014,102,45,5250,1,916.0
257,20241207,139,15,1895,3,783.0
258,20240530,149,7,2620,2,2040.0
259,20240506,109,15,6088,2,708.7
260,20240603,124,42,6419,1,164.0
261,20240929,148,46,2385,1,793.25
262,20240413,107,38,3433,1,258.4
263,20241025,110,46,2301,3,762.0
264,20240902,104,44,7858,1,1090.0
265,20240624,144,11,9950,3,2163.0
266,20240208,136,29,9938,2,1915.2
267,20240618,144,31,9784,1,721.0
268,20240903,137,25,6644,2,4014.0
269,20240126,128,24,6088,3,2343.0
270,20241220,104,19,6440,2,2180.0
271,20241101,108,2,8493,2,388.0
272,20240113,147,22,7291,1,108.9
273,20241111,101,20,4307,3,3135.0
274,20241108,100,33,9894,1,846.0
275,20240205,139,8,5708,2,522.0
276,20240621,129,25,1104,1,1031.0
277,20240120,110,46,4833,3,762.0
278,20241116,127,9,1395,1,633.0
279,20240920,143,34,4517,3,2223.0
280,20240521,111,23,4291,3,2106.0
281,20240522,138,5,3010,2,4822.0
282,20240401,125,25,5537,1,378.0
283,20241219,112,8,5968,1,722.0
284,20241117,107,16,5762,1,272.0
285,20241014,127,48,2051,3,1899.0
286,20240802,129,45,3841,2,1958.9
287,20241207,108,15,7618,1,174.6
288,20240220,138,1,5723,1,2411.0
289,20240601,130,22,8472,1,97.0
290,20240704,120,3,8913,2,2052.0
291,20240303,146,38,6524,1,89.0
292,20240708,133,14,4584,3,3159.0
293,20240504,130,36,9539,3,291.0
294,20240529,124,18,2263,1,164.0
295,20241109,111,47,5665,2,1404.0
296,20240227,100,41,9014,2,1692.0
297,20241207,121,18,2351,1,1804.0
298,20241031,139,3,7980,2,522.0
299,20240628,136,10,8190,1,1008.0
300,20240618,146,49,4827,1,84.55
301,20241121,100,39,9861,3,2538.0
302,20240927,100,47,3646,2,1692.0
303,20240223,141,1,1266,1,361.95
304,20240410,141,27,8434,1,381.0
305,20240920,120,27,2022,1,1026.0
306,20240222,114,11,8947,2,171.0
307,20240229,116,49,3037,2,1466.0
308,20240417,121,5,9756,1,1804.0
309,20240105,137,7,8778,1,2007.0
310,20240412,134,19,2059,1,880.0
311,20240714,144,29,2424,2,1442.0
312,20240918,115,15,5123,2,250.0
313,20241230,107,35,1219,2,544.0
314,20241215,146,47,1405,3,240.3
315,20240216,116,37,3318,1,659.7
316,20241220,116,12,9983,1,733.0
317,20241106,125,30,6058,1,378.0
318,20241103,112,20,2309,1,722.0
319,20240523,116,37,8621,3,2199.0
320,20240925,137,3,5929,1,2007.0
321,20240503,116,9,9702,2,1466.0
322,20240415,147,41,9683,1,121.0
323,20240606,113,39,2617,2,2042.0
324,20240526,144,26,2520,2,1442.0
325,20240524,105,2,8892,1,2039.0
326,20240429,134,23,2583,1,880.0
327,20241114,145,23,7704,1,1053.0
328,20241001,113,21,8988,3,3063.0
329,20240401,146,16,7583,2,169.1
330,20240227,107,9,2575,3,816.0
331,20241211,114,13,7935,1,90.0
332,20240816,126,28,7176,3,685.8
333,20240426,112,27,3613,3,2166.0
334,20241113,148,17,4892,1,835.0
335,20241005,130,38,9653,1,97.0
336,20240506,134,36,7733,1,880.0
337,20240508,105,1,5431,2,4078.0
338,20240227,104,18,9112,2,2180.0
339,20240501,121,9,2381,1,1804.0
340,20240101,148,13,4515,1,835.0
341,20240826,122,40,5454,2,5462.0
342,20241016,124,45,8769,2,295.2
343,20240405,133,15,7489,1,1053.0
344,20240505,125,43,9384,2,756.0
345,20240427,146,44,4534,3,267.0
346,20240217,104,46,1755,1,1090.0
347,20240329,125,4,3525,1,340.2
348,20240824,119,33,1827,1,1178.0
349,20240928,105,24,5748,3,6117.0
350,20240707,105,36,3333,1,2039.0
351,20240710,149,41,5946,2,2040.0
352,20240309,117,10,9302,1,975.0
353,20241004,103,36,9046,2,2046.0
354,20241214,116,20,9984,3,2199.0
355,20240903,113,41,8181,3,3063.0
356,20240316,113,45,4414,2,2042.0
357,20240602,112,44,7457,1,722.0
358,20240523,106,11,7749,1,2574.0
359,20240326,143,12,1296,2,1482.0
360,20240703,114,18,1568,2,180.0
361,20241011,118,30,6283,1,915.0
362,20240807,142,44,8664,1,237.0
363,20240309,146,48,8511,3,267.0
364,20240216,143,37,6465,3,2223.0
365,20240403,134,20,9263,1,880.0
366,20240825,116,25,5382,2,1466.0
367,20240722,134,12,1065,3,2640.0
368,20240805,118,21,1879,2,1830.0
369,20241206,119,25,9259,1,1178.0
370,20240208,135,11,8222,1,1148.0
371,20240409,134,9,6069,2,1760.0
372,20241015,131,50,4239,3,390.0
373,20240910,147,25,1507,2,242.0
374,20240809,143,35,8704,1,741.0
375,20241222,139,32,2125,3,783.0
376,20240123,123,49,1885,2,486.0
377,20240906,116,14,3841,2,1466.0
378,20240110,106,1,8975,3,7722.0
379,20240902,142,17,7565,1,237.0
380,20241120,149,25,7083,1,918.0
381,20240409,100,8,5870,2,1692.0
382,20241016,134,5,3525,3,2640.0
383,20240628,131,5,5215,1,130.0
384,20240810,135,41,2938,3,3444.0
385,20240906,112,35,4232,1,722.0
386,20240526,105,19,4744,2,3874.1
387,20240405,113,23,7221,1,1021.0
388,20240913,136,9,4465,1,907.2
389,20241120,147,30,1440,1,121.0
390,20240104,114,50,1461,2,180.0
391,20240116,146,16,9803,2,178.0
392,20241006,103,33,6413,2,1943.7
393,20241201,139,2,6755,1,261.0
394,20240903,115,14,6012,1,125.0
395,20240914,127,46,4163,1,633.0
396,20240608,115,1,7752,2,250.0
397,20241205,103,26,1005,1,1023.0
398,20240531,144,25,5776,1,721.0
399,20240626,125,16,8038,1,340.2
400,20240611,127,15,7414,1,633.0
401,20240202,131,26,6739,1,130.0
402,20240627,144,47,4970,2,1442.0
403,20240410,101,44,3606,3,3135.0
404,20240924,130,16,1098,2,184.3
405,20241118,102,14,1525,1,916.0
406,20240305,107,29,7337,1,272.0
407,20240616,123,24,2180,3,729.0
408,20241125,114,47,9067,1,90.0
409,20240212,142,15,5491,2,426.6
410,20240213,130,19,6922,1,97.0
411,20241011,108,8,4071,1,194.0
412,20240112,138,34,6641,1,2411.0
413,20240404,144,2,8381,2,1442.0
414,20241028,101,27,3792,2,2090.0
415,20240909,107,10,5778,2,544.0
416,20240829,106,35,1014,3,7335.9
417,20240204,143,23,3415,1,703.95
418,20240802,138,49,3685,2,4822.0
419,20241202,141,8,9159,2,762.0
420,20240330,115,28,8926,1,125.0
421,20240920,134,23,5100,1,880.0
422,20240402,129,4,7374,1,1031.0
423,20240330,109,14,7004,1,373.0
424,20240424,137,42,6521,2,4014.0
425,20240414,117,29,8155,3,2925.0
426,20240714,149,1,4297,1,1020.0
427,20241109,104,4,3633,1,1090.0
428,20240423,128,32,4890,1,702.9
429,20240315,138,33,1791,2,4822.0
430,20240804,133,49,1151,1,1053.0
431,20241003,142,26,4063,2,474.0
432,20240905,144,17,7367,1,721.0
433,20240612,122,39,8904,1,2731.0
434,20241222,104,23,3091,2,2180.0
435,20240710,129,32,5599,2,2062.0
436,20240814,105,15,8408,3,6117.0
437,20240625,145,13,3977,2,2106.0
438,20240408,143,2,1842,3,2223.0
439,20240205,103,19,4793,3,3069.0
440,20240405,128,24,2659,1,781.0
441,20240531,122,45,9789,1,2731.0
442,20240530,105,24,6162,1,2039.0
443,20240708,131,11,7446,2,247.0
444,20240811,141,22,5270,2,762.0
445,20240206,117,15,4603,2,1950.0
446,20240924,114,10,7764,2,180.0
447,20240701,139,41,2216,1,261.0
448,20240113,131,27,3291,1,130.0
449,20241005,108,9,4811,2,388.0
450,20240804,136,28,5993,2,2016.0
451,20241220,109,1,6142,2,746.0
452,20241226,119,17,7862,1,1178.0
453,20241012,105,31,7533,2,4078.0
454,20240929,147,44,8526,2,242.0
455,20240302,102,10,3978,2,1740.4
456,20240324,141,37,6347,3,1143.0
457,20240804,110,29,8933,1,254.0
458,20241207,142,18,5595,2,474.0
459,20240705,116,47,7211,3,2199.0
460,20240119,131,38,3170,2,260.0
461,20240625,103,39,9527,1,1023.0
462,20240409,103,49,4021,1,1023.0
463,20240820,116,6,9970,3,2199.0
464,20240316,140,40,8836,1,190.0
465,20240921,118,12,2185,2,1830.0
466,20241010,104,14,4285,1,1090.0
467,20240724,131,44,4447,1,130.0
468,20240810,121,10,4991,1,1804.0
469,20240221,105,20,5899,1,2039.0
470,20241204,134,15,2935,2,1760.0
471,20240523,121,31,9825,2,3608.0
472,20240309,100,7,2285,2,1692.0
473,20240408,119,41,9545,2,2356.0
474,20240125,121,10,8479,3,5141.4
475,20240222,147,10,6255,3,363.0
476,20240530,110,48,2885,1,254.0
477,20240523,112,39,6062,1,722.0
478,20240226,141,28,8066,1,381.0
479,20240208,102,30,4022,1,916.0
480,20240418,108,37,6265,1,194.0
481,20240629,111,3,2547,1,702.0
482,20240211,122,50,5204,1,2731.0
483,20240704,113,43,8590,2,1837.8
484,20240810,132,15,2368,2,1448.0
485,20240501,117,21,2757,1,877.5
486,20240512,148,37,5917,1,835.0
487,20240611,140,12,4484,3,570.0
488,20240802,108,4,4052,2,388.0
489,20240808,122,47,9382,2,5462.0
490,20240822,109,9,1932,2,746.0
491,20241126,118,39,5237,1,915.0
492,20240525,146,42,8240,1,84.55
493,20240826,104,28,4238,1,1090.0
494,20240316,146,23,1565,1,89.0
495,20240109,122,45,6378,1,2731.0
496,20240314,129,40,6558,1,1031.0
497,20240909,124,44,1743,1,164.0
498,20240817,127,22,9864,2,1266.0
499,20240107,133,24,9722,1,1053.0
500,20240622,144,26,6409,3,2163.0
501,20240520,147,30,9753,1,121.0
502,20240616,146,33,6629,3,267.0
503,20240618,124,16,7318,2,328.0
504,20241009,109,22,1301,1,373.0
505,20240501,113,49,4767,2,1939.9
506,20240712,141,50,5280,3,1143.0
507,20240105,145,43,8506,1,1053.0
508,20240129,129,18,9701,2,2062.0
509,20240613,140,7,7962,1,190.0
510,20241204,124,50,6429,1,164.0
511,20240515,113,26,8248,3,2909.85
512,20241230,134,8,4445,2,1760.0
513,20241116,147,6,3203,2,242.0
514,20241207,133,30,3834,2,2106.0
515,20240524,109,39,9986,1,373.0
516,20241122,134,23,3479,1,880.0
517,20240804,110,32,5856,1,254.0
518,20241027,110,22,1434,2,508.0
519,20240511,120,42,2706,1,1026.0
520,20241018,120,43,9260,1,1026.0
521,20240310,121,45,6725,3,5412.0
522,20240908,144,9,2904,1,721.0
523,20241001,106,31,8018,2,5148.0
524,20241229,116,7,4959,1,696.35
525,20240630,101,9,7825,2,2090.0
526,20240615,111,13,7347,1,702.0
527,20240331,141,3,7156,1,381.0
528,20240720,117,35,3713,2,1950.0
529,20241211,110,33,7194,1,254.0
530,20240119,115,21,7512,1,125.0
531,20240208,148,31,7867,1,835.0
532,20240505,117,34,4727,2,1950.0
533,20240621,134,32,4546,2,1760.0
534,20240520,125,35,3303,2,756.0
535,20240829,115,15,4681,1,125.0
536,20240807,105,32,8852,3,6117.0
537,20240505,143,6,4221,2,1482.0
538,20240227,142,45,5374,1,237.0
539,20240527,146,21,2082,1,84.55
540,20241112,146,33,9637,1,89.0
541,20241226,147,32,2592,2,242.0
542,20240101,141,19,6608,2,762.0
543,20241213,111,33,6526,2,1404.0
544,20240708,112,28,6179,1,722.0
545,20240709,103,31,7472,1,1023.0
546,20241107,138,21,3775,1,2411.0
547,20240426,101,34,2590,2,2090.0
548,20240513,125,15,7004,2,756.0
549,20240227,126,14,8230,1,254.0
550,20240213,126,19,3231,2,508.0
551,20240621,114,43,6118,1,90.0
552,20240608,107,15,7454,3,775.2
553,20240621,106,6,8960,2,5148.0
554,20241112,146,9,2561,2,178.0
555,20241029,145,37,4646,2,2106.0
556,20240528,139,20,8596,1,261.0
557,20240320,111,34,8240,1,702.0
558,20240731,112,38,5942,3,2057.7
559,20240721,142,26,4238,2,474.0
560,20240908,116,18,2600,1,733.0
561,20240816,116,28,6700,1,733.0
562,20240612,135,9,7071,1,1148.0
563,20240814,120,32,1709,2,2052.0
564,20240526,107,6,3971,2,544.0
565,20240120,104,14,1793,3,3270.0
566,20240216,125,28,4099,2,756.0
567,20240820,115,24,7030,2,250.0
568,20241031,135,13,6765,2,2296.0
569,20240114,127,43,1026,2,1266.0
570,20240522,128,12,7693,3,2343.0
571,20240101,146,19,6322,2,169.1
572,20240223,111,21,9276,1,702.0
573,20240915,136,27,6951,1,957.6
574,20240523,129,19,4101,1,979.45
575,20240112,122,24,7609,1,2731.0
576,20241125,115,26,6309,1,125.0
577,20240811,113,45,1011,2,2042.0
578,20240928,109,28,8770,3,1119.0
579,20241223,106,46,6413,3,7722.0
580,20240604,144,18,6774,2,1442.0
581,20240108,136,44,1179,2,2016.0
582,20240501,128,36,1796,3,2343.0
583,20241213,102,42,8279,2,1832.0
584,20240612,114,29,8188,1,90.0
585,20240330,135,17,8312,1,1148.0
586,20240515,146,4,3024,2,178.0
587,20240704,145,44,8666,1,1053.0
588,20241111,118,45,4217,2,1830.0
589,20240626,112,29,7584,1,722.0
590,20240128,141,4,6285,2,762.0
591,20240807,120,10,8370,1,1026.0
592,20241222,136,25,2519,2,1915.2
593,20240210,126,31,7611,2,508.0
594,20240815,128,3,7856,1,741.95
595,20240710,119,47,3432,2,2356.0
596,20240524,124,2,7457,2,328.0
597,20240719,105,25,5866,3,5811.15
598,20240730,135,49,6054,2,2296.0
599,20240807,101,6,3070,3,3135.0
600,20240827,121,26,2781,2,3608.0
601,20240215,131,8,9530,2,260.0
602,20240204,115,35,2516,2,250.0
603,20240909,117,27,6491,3,2925.0
604,20240322,104,25,6949,1,981.0
605,20240912,135,18,4290,3,3444.0
606,20240715,129,1,5570,3,2938.35
607,20241029,144,48,2379,3,2163.0
608,20240110,118,39,8670,2,1830.0
609,20241107,122,3,1800,1,2594.45
610,20241012,133,4,6267,3,3159.0
611,20240829,112,41,4495,2,1299.6
612,20240907,142,37,4257,1,237.0
613,20241230,128,15,7558,1,781.0
614,20240105,135,8,1981,3,3271.8
615,20240428,121,38,3088,3,4870.8
616,20241015,146,50,3952,1,89.0
617,20240305,135,19,3126,3,3444.0
618,20240525,108,47,5812,2,388.0
619,20240811,138,26,9063,1,2290.45
620,20240826,118,39,4861,3,2745.0
621,20240625,137,10,6903,1,2007.0
622,20240923,105,38,3591,3,6117.0
623,20241206,146,14,4322,2,178.0
624,20241008,114,49,7437,2,162.0
625,20240303,119,41,9801,2,2356.0
626,20240804,108,19,3861,1,194.0
627,20241207,131,30,2655,2,260.0
628,20241110,103,5,2755,2,2046.0
629,20241009,149,31,9237,1,1020.0
630,20240625,117,7,7227,1,877.5
631,20240407,104,19,5638,3,3270.0
632,20240414,119,31,3567,2,2356.0
633,20240408,122,39,4123,1,2731.0
634,20241106,110,24,6164,1,254.0
635,20240106,136,34,8081,2,2016.0
636,20240715,121,23,5907,3,5412.0
637,20241216,103,48,5962,2,2046.0
638,20240512,128,45,8150,1,781.0
639,20241223,143,40,2766,2,1333.8
640,20240915,133,6,4549,2,2106.0
641,20240123,112,38,3309,2,1444.0
642,20240222,141,41,2976,3,1143.0
643,20240613,108,36,8180,1,194.0
644,20240720,141,27,3490,2,762.0
645,20240323,130,11,9917,2,194.0
646,20240524,106,5,5381,2,5148.0
647,20240325,103,17,6987,3,2762.1
648,20240318,118,7,8425,2,1830.0
649,20240101,141,27,4619,1,381.0
650,20240220,129,47,7060,3,3093.0
651,20240621,130,15,9689,3,291.0
652,20240723,134,46,4976,2,1672.0
653,20240916,120,13,1704,3,3078.0
654,20241014,130,11,6452,1,97.0
655,20240203,118,45,7094,2,1647.0
656,20241213,130,26,4681,2,194.0
657,20240404,131,22,5138,1,130.0
658,20240312,101,28,2916,2,2090.0
659,20240208,109,24,8501,1,373.0
660,20240602,101,29,2845,2,2090.0
661,20240906,101,9,5654,2,2090.0
662,20240610,123,42,7413,3,729.0
663,20240427,116,4,9111,1,733.0
664,20240915,131,49,8990,2,234.0
665,20241101,115,46,4090,1,125.0
666,20240924,115,18,2370,1,125.0
667,20240223,145,43,2928,1,1053.0
668,20240823,138,16,2636,2,4822.0
669,20240809,130,33,7180,2,194.0
670,20240907,142,29,9283,1,237.0
671,20241108,123,39,2843,1,243.0
672,20240421,100,10,9376,2,1692.0
673,20240911,110,9,1831,3,762.0
674,20241029,120,31,6538,1,1026.0
675,20240725,103,28,6315,2,2046.0
676,20240816,106,3,9455,1,2574.0
677,20241206,125,14,6327,1,378.0
678,20240306,146,25,2286,2,178.0
679,20240315,149,15,2529,2,1836.0
680,20240412,111,2,7655,2,1404.0
681,20240710,130,24,2877,2,194.0
682,20240908,116,14,6431,3,2089.05
683,20240813,132,48,3478,1,724.0
684,20241020,110,7,1100,3,762.0
685,20241101,127,36,4087,3,1899.0
686,20240407,131,50,6828,2,234.0
687,20241203,100,24,8425,3,2538.0
688,20241012,146,27,3291,3,267.0
689,20241130,127,37,6467,1,601.35
690,20241212,141,38,9296,2,762.0
691,20241103,106,30,1693,1,2574.0
692,20240905,101,27,6786,2,2090.0
693,20240614,141,39,6406,1,381.0
694,20241130,123,15,4491,1,230.85
695,20240130,103,26,4392,2,2046.0
696,20240903,143,1,3268,1,741.0
697,20240415,118,4,6632,1,915.0
698,20240220,125,29,4783,1,378.0
699,20240321,110,1,6973,1,254.0
700,20240512,139,43,6969,2,522.0
701,20241011,149,50,9981,1,1020.0
702,20240517,142,46,5648,1,237.0
703,20240702,110,22,5939,3,723.9
704,20241125,144,11,9850,1,721.0
705,20240929,102,10,9024,3,2748.0
706,20241205,111,17,8857,2,1263.6
707,20240309,102,36,2018,1,916.0
708,20240203,141,47,2953,3,1085.85
709,20240918,126,26,4657,1,254.0
710,20240222,148,48,5846,1,835.0
711,20240723,101,21,3296,2,2090.0
712,20240505,148,13,1774,1,835.0
713,20240822,115,9,3811,3,375.0
